ucla_scale,text_lone,loneliness,la,sr,sb,others,score_lone,text_la,score_la,text_sr,score_sr,text_sb,score_sb
78.0,リスクとリターンのバランスに常に目配りするべきだ,False,,,,,3.0,友達と喧嘩して連絡が取れなくなってしまった,1.0,急に食事に誘われて行けないと断ったら、その後冷たくされた,1.0,急に食事に誘われて行けないと断ったら、その後冷たくされた,1.0
62.0,共感できるものがない,False,,,,,4.0,他人から干渉されるものがない,1.0,親しい友人が近くにいない,2.0,家族との関わりがほぼ無い,2.0
30.0,友人関係が豊富で、孤独感がないため。,False,,,,,1.0,友人関係と家族の関係がとてもよく、満たされているため。,4.0,自分の行動がより良い方向に進んでいるため。,4.0,職場にも馴染めているため。,4.0
47.0,1人でいる時間が楽しいから,False,,,,,3.0,自宅のペットが癒してくれる,4.0,自分の仕事が他人に影響を与えられない,3.0,たまに孤独感をかんじる,3.0
36.0,研究室での何気ないやり取りから、孤独感は感じない。,False,,,,,2.0,一人の家に帰ってくるとふと寂しさを感じてしまう。,2.0,研究において自身の発表を認められた。,3.0,しっかりと大学院というカテゴリに収まっている気がする。,4.0
48.0,毎日が充実しているので、孤独感はない,False,,,,,2.0,愛情に満たされていると感じる,4.0,サプライズして喜んでもらえた,4.0,職場に馴染んでいると思う,4.0
50.0,趣味に没頭しており、それに夢中になれるから,False,,,,,2.0,なにかあったときは家族が話を聞いてくれる,3.0,誘いを断ったら、友人の対応が冷たくなった,2.0,困った時は周りの人が助けてくれる,4.0
46.0,趣味があり、それで繋がった人達がいるから。,False,,,,,2.0,いろいろとお声がけしてもらえることが多いから。,3.0,社内においてある程度評価されているから。,3.0,社内においてある程度評価されているから。,3.0
55.0,周囲との波長が合わないことが度々あるから。,True,,,True,,3.0,所詮人は一人で生きていくしかないから,2.0,人並みのことは出来ているから。ただそれがすべて本心からの行動ではない,3.0,まあ何となく。まだ我慢できる範囲かなと思う,3.0
52.0,周りと違うことをしている,False,,,,,3.0,彼女からの返信がある,3.0,彼女に誕生日プレゼントをもらった,3.0,職場で頼りにされている,3.0
38.0,社会人になって4年目だがまだ学生時代の友人たちと親しい,False,,,,,2.0,仕事から帰るのが遅い日もあるが父親が寝ずに待っていてくれているときがある,3.0,所属している会社で新規事業の立ち上げに抜擢された。そこの責任者の方から褒めてもらえることが多い,3.0,新規事業の立ち上げにともなって一緒に働く人も大幅に変わった。だがお互いに尊敬、尊重し合えていると感じる,3.0
68.0,無職で、人に会うことがほとんどない,True,True,,,,3.0,親から食事や掃除など身の回りの世話をしてもらっている,3.0,お金がなく、友人とあまり遊びに行けない,2.0,無職なので集団の一員でない,1.0
59.0,社会人になって友達ができない,True,True,,,,3.0,友達とほとんど連絡を取り合っていない,2.0,粗相があり陰口を言われている気がする,2.0,会話が少なく避けられている気がする,2.0
29.0,常に周りに人がいるから,False,,,,,2.0,常に自分に寄り添ってくれるから,4.0,仕事の成果に対して対価があるから,4.0,職場に馴染んでいると感じる,4.0
58.0,1人に慣れているので特に孤独感は感じない。,False,,,,,1.0,家族との関係は良好に感じる。,3.0,家事を頑張っているが特に評価されていない。,1.0,あまり外に出ないので集団の一員と感じない。,1.0
58.0,仲の良い友達がいない,True,True,,,,3.0,恋人等がずっといないから,2.0,社会環境との接点が最近ないからどちらともいえない,2.0,人物試験で、人事の人から良い評価が得られない,2.0
24.0,誘ってくれる友達が沢山いる,False,,,,,1.0,何があっても必要ならば両親はそこにいてくれると感じている,4.0,自分から誘ってもすぐに仲間が集まる,4.0,職場で自分の人柄を認めてもらっていると感じる,4.0
66.0,人間関係に執着しておらず、むしろ孤独でありたいとすら思っているため,False,,,,,1.0,愛情という感情でやりとりしていると思っていないため,1.0,大変な仕事をなんとか終わらせて感謝された,3.0,在宅勤務なので集団に属している気がしない,2.0
45.0,周りに知人や恋人がいる,False,,,,,2.0,恋人や家族からの愛を感じる,3.0,仕事の成果を正当に評価してもらえる,3.0,職場等で自分の居場所を見いだせている,3.0
51.0,とくに感じることはない。,False,,,,,3.0,ペットは買ってないもので。,2.0,お土産を渡して喜んでくれた。,3.0,学校に馴染めていると感じる,3.0
34.0,職場に居場所があるため,False,,,,,1.0,頻繁に連絡をする友人がいない,2.0,成果を上げたら褒めてもらえる,3.0,職場での立ち位置がある,3.0
58.0,一人の方が気楽だから。,False,,,,,2.0,愛情を必要としてないから,2.0,話しかけられたり誘われる事はある,3.0,職場の雰囲気には混ざれている,3.0
39.0,共通の趣味を持つ人との関わりがあるため、孤独感はない,False,,,,,2.0,家族や友人から愛されていると感じる,3.0,自分が頑張った結果、周囲の評価が上がった,3.0,職場や世間に馴染めていると感じる,3.0
54.0,友達はいるけど、みんな深い話をする相手じゃないから、たまに一人でいる感じがする。,True,True,,,,3.0,最近、友達とあまり連絡を取っていないし、家でも特に誰かと話す機会が少なくて、愛情を感じる瞬間がない。,2.0,友達といるとき、皆自分の話をよく聞いてくれて、遊びにもよく誘ってくれるから、ちゃんと受け入れられてる感じがする。,4.0,時々友達と楽しく話せるけど、深い付き合いじゃないから、完全に属してるとは感じられないときもある。,3.0
49.0,いつもいそがしいから,False,,,,,2.0,あまり付き合いが無い,2.0,落とし物を拾って感謝された,3.0,社会に馴染めている気がする,3.0
49.0,悩み事など真剣に相談する相手はいない,True,True,,,,3.0,犬が自分の帰りを待っていて姿が見えるととても喜ぶ,3.0,できない仕事に関して努力してできるようになったとき褒めてもらえた,3.0,自分が落ち込んでいるときに声をかけてくれる,3.0
39.0,仲の良い友達がいっぱいいるように感じているから,False,,,,,2.0,仕事から帰宅すると玄関で家族がお出迎えしてくれるように感じるから,3.0,勉強をがんばった結果褒められた,3.0,一時期休んでいたが復活してからは社会に貢献で来ていると感じている,3.0
73.0,誰とも繋がりがなくて孤独を感じる,True,True,,,,4.0,両親以外からの愛情など皆無だから。,2.0,家族以外から受け入れられていることはなにもない。,2.0,家族以外に属している環境が一切ないので。,2.0
45.0,1人で過ごすことに慣れた,False,,,,,2.0,可愛さで疲れが取れると思う,3.0,良好な関係はきずけているから,3.0,何となく一員であると感じる,4.0
